Entity,Code,Year,all years
Aa en Hunze,,1988,24824.0
Aa en Hunze,,2000,24824.0
Aa en Hunze,,2005,25329.0
Aa en Hunze,,2019,25386.0
Aa en Hunze,,2020,25445.0
Aalburg,,1988,10597.0
Aalburg,,2000,11774.0
Aalburg,,2005,12164.0
Aalburg,,2019,12164.0
Aalburg,,2020,12164.0
Aalsmeer,,1988,21740.0
Aalsmeer,,2000,22461.0
Aalsmeer,,2005,23296.0
Aalsmeer,,2019,31728.0
Aalsmeer,,2020,31859.0
Aalten,,1988,18142.0
Aalten,,2000,18699.0
Aalten,,2005,27446.0
Aalten,,2019,27011.0
Aalten,,2020,27121.0
Ter Aar,,1988,9098.0
Ter Aar,,2000,9074.0
Ter Aar,,2005,8999.0
Ter Aar,,2019,8999.0
Ter Aar,,2020,8999.0
Aardenburg,,1988,3821.0
Aardenburg,,2000,3821.0
Aardenburg,,2005,3821.0
Aardenburg,,2019,3821.0
Aardenburg,,2020,3821.0
Aarle-Rixtel,,1988,5602.0
Aarle-Rixtel,,2000,5602.0
Aarle-Rixtel,,2005,5602.0
Aarle-Rixtel,,2019,5602.0
Aarle-Rixtel,,2020,5602.0
Abcoude,,1988,7549.0
Abcoude,,2000,8482.0
Abcoude,,2005,8603.0
Abcoude,,2019,8603.0
Abcoude,,2020,8603.0
Achtkarspelen,,1988,27382.0
Achtkarspelen,,2000,28011.0
Achtkarspelen,,2005,28134.0
Achtkarspelen,,2019,27852.0
Achtkarspelen,,2020,27843.0
Adorp,,1988,1848.0
Adorp,,2000,1848.0
Adorp,,2005,1848.0
Adorp,,2019,1848.0
Adorp,,2020,1848.0
Aduard,,1988,3024.0
Aduard,,2000,3024.0
Aduard,,2005,3024.0
Aduard,,2019,3024.0
Aduard,,2020,3024.0
Akersloot,,1988,5020.0
Akersloot,,2000,4907.0
Akersloot,,2005,4907.0
Akersloot,,2019,4907.0
Akersloot,,2020,4907.0
Alblasserdam,,1988,17183.0
Alblasserdam,,2000,18183.0
Alblasserdam,,2005,18356.0
Alblasserdam,,2019,20069.0
Alblasserdam,,2020,20165.0
Albrandswaard,,1988,13799.0
Albrandswaard,,2000,16420.0
Albrandswaard,,2005,20606.0
Albrandswaard,,2019,25271.0
Albrandswaard,,2020,25590.0
Alkemade,,1988,13703.0
Alkemade,,2000,14433.0
Alkemade,,2005,14501.0
Alkemade,,2019,14501.0
Alkemade,,2020,14501.0
Alkmaar,,1988,88085.0
Alkmaar,,2000,92836.0
Alkmaar,,2005,94266.0
Alkmaar,,2019,108558.0
Alkmaar,,2020,109436.0
Almelo,,1988,62134.0
Almelo,,2000,66263.0
Almelo,,2005,72293.0
Almelo,,2019,72849.0
Almelo,,2020,73107.0
Almere,,1988,57195.0
Almere,,2000,142765.0
Almere,,2005,175007.0
Almere,,2019,207904.0
Almere,,2020,211893.0
Alphen aan den Rijn,,1988,58154.0
Alphen aan den Rijn,,2000,69928.0
Alphen aan den Rijn,,2005,70591.0
Alphen aan den Rijn,,2019,110986.0
Alphen aan den Rijn,,2020,111897.0
Alphen en Riel,,1988,6085.0
Alphen en Riel,,2000,6085.0
Alphen en Riel,,2005,6085.0
Alphen en Riel,,2019,6085.0
Alphen en Riel,,2020,6085.0
Alphen-Chaam,,1988,9460.0
Alphen-Chaam,,2000,9460.0
Alphen-Chaam,,2005,9513.0
Alphen-Chaam,,2019,10149.0
Alphen-Chaam,,2020,10203.0
Altena,,1988,55386.0
Altena,,2000,55386.0
Altena,,2005,55386.0
Altena,,2019,55386.0
Altena,,2020,55967.0
Ambt Delden,,1988,5647.0
Ambt Delden,,2000,5489.0
Ambt Delden,,2005,5489.0
Ambt Delden,,2019,5489.0
Ambt Delden,,2020,5489.0
Ambt Montfort,,1988,11053.0
Ambt Montfort,,2000,11053.0
Ambt Montfort,,2005,10918.0
Ambt Montfort,,2019,10918.0
Ambt Montfort,,2020,10918.0
Ameland,,1988,3171.0
Ameland,,2000,3488.0
Ameland,,2005,3520.0
Ameland,,2019,3673.0
Ameland,,2020,3716.0
Amerongen,,1988,6627.0
Amerongen,,2000,7294.0
Amerongen,,2005,7272.0
Amerongen,,2019,7272.0
Amerongen,,2020,7272.0
Amersfoort,,1988,93516.0
Amersfoort,,2000,126143.0
Amersfoort,,2005,134906.0
Amersfoort,,2019,156286.0
Amersfoort,,2020,157276.0
Ammerzoden,,1988,4183.0
Ammerzoden,,2000,4183.0
Ammerzoden,,2005,4183.0
Ammerzoden,,2019,4183.0
Ammerzoden,,2020,4183.0
Amstelveen,,1988,69413.0
Amstelveen,,2000,77623.0
Amstelveen,,2005,79036.0
Amstelveen,,2019,90838.0
Amstelveen,,2020,91675.0
Amsterdam,,1988,691738.0
Amsterdam,,2000,731288.0
Amsterdam,,2005,742783.0
Amsterdam,,2019,862965.0
Amsterdam,,2020,872757.0
Andijk,,1988,5842.0
Andijk,,2000,6368.0
Andijk,,2005,6425.0
Andijk,,2019,6425.0
Andijk,,2020,6425.0
Angerlo,,1988,4436.0
Angerlo,,2000,4846.0
Angerlo,,2005,4846.0
Angerlo,,2019,4846.0
Angerlo,,2020,4846.0
Anloo,,1988,7314.0
Anloo,,2000,7314.0
Anloo,,2005,7314.0
Anloo,,2019,7314.0
Anloo,,2020,7314.0
Anna Paulowna,,1988,10435.0
Anna Paulowna,,2000,13851.0
Anna Paulowna,,2005,13960.0
Anna Paulowna,,2019,13960.0
Anna Paulowna,,2020,13960.0
Apeldoorn,,1988,146337.0
Apeldoorn,,2000,153261.0
Apeldoorn,,2005,156064.0
Apeldoorn,,2019,162445.0
Apeldoorn,,2020,163818.0
Appingedam,,1988,12728.0
Appingedam,,2000,12307.0
Appingedam,,2005,12437.0
Appingedam,,2019,11721.0
Appingedam,,2020,11642.0
Arcen en Velden,,1988,8649.0
Arcen en Velden,,2000,9118.0
Arcen en Velden,,2005,8892.0
Arcen en Velden,,2019,8892.0
Arcen en Velden,,2020,8892.0
Arnemuiden,,1988,4459.0
Arnemuiden,,2000,4459.0
Arnemuiden,,2005,4459.0
Arnemuiden,,2019,4459.0
Arnemuiden,,2020,4459.0
Arnhem,,1988,128107.0
Arnhem,,2000,138154.0
Arnhem,,2005,141321.0
Arnhem,,2019,159265.0
Arnhem,,2020,161348.0
Assen,,1988,48714.0
Assen,,2000,58445.0
Assen,,2005,62755.0
Assen,,2019,67963.0
Assen,,2020,68599.0
Asten,,1988,14762.0
Asten,,2000,15779.0
Asten,,2005,16261.0
Asten,,2019,16710.0
Asten,,2020,16721.0
Avereest,,1988,14198.0
Avereest,,2000,15286.0
Avereest,,2005,15286.0
Avereest,,2019,15286.0
Avereest,,2020,15286.0
Axel,,1988,12274.0
Axel,,2000,12165.0
Axel,,2005,12165.0
Axel,,2019,12165.0
Axel,,2020,12165.0
Baarle-Nassau,,1988,5877.0
Baarle-Nassau,,2000,6192.0
Baarle-Nassau,,2005,6581.0
Baarle-Nassau,,2019,6847.0
Baarle-Nassau,,2020,6859.0
Baarn,,1988,24835.0
Baarn,,2000,24508.0
Baarn,,2005,24416.0
Baarn,,2019,24767.0
Baarn,,2020,24868.0
Baexem,,1988,2424.0
Baexem,,2000,2424.0
Baexem,,2005,2424.0
Baexem,,2019,2424.0
Baexem,,2020,2424.0
Baflo,,1988,2845.0
Baflo,,2000,2845.0
Baflo,,2005,2845.0
Baflo,,2019,2845.0
Baflo,,2020,2845.0
Bakel en Milheeze,,1988,7566.0
Bakel en Milheeze,,2000,7566.0
Bakel en Milheeze,,2005,7566.0
Bakel en Milheeze,,2019,7566.0
Bakel en Milheeze,,2020,7566.0
Barendrecht,,1988,19788.0
Barendrecht,,2000,28848.0
Barendrecht,,2005,39294.0
Barendrecht,,2019,48673.0
Barendrecht,,2020,48714.0
Barneveld,,1988,40886.0
Barneveld,,2000,47744.0
Barneveld,,2005,50026.0
Barneveld,,2019,57971.0
Barneveld,,2020,59082.0
Barsingerhorn,,1988,3977.0
Barsingerhorn,,2000,3977.0
Barsingerhorn,,2005,3977.0
Barsingerhorn,,2019,3977.0
Barsingerhorn,,2020,3977.0
Bathmen,,1988,5209.0
Bathmen,,2000,5193.0
Bathmen,,2005,5193.0
Bathmen,,2019,5193.0
Bathmen,,2020,5193.0
Bedum,,1988,9979.0
Bedum,,2000,10859.0
Bedum,,2005,10733.0
Bedum,,2019,10733.0
Bedum,,2020,10733.0
Beegden,,1988,1774.0
Beegden,,2000,1774.0
Beegden,,2005,1774.0
Beegden,,2019,1774.0
Beegden,,2020,1774.0
Beek (L.),,1988,16377.0
Beek (L.),,2000,17150.0
Beek (L.),,2005,17020.0
Beek (L.),,2019,15929.0
Beek (L.),,2020,15865.0
Beek en Donk,,1988,9261.0
Beek en Donk,,2000,9261.0
Beek en Donk,,2005,9261.0
Beek en Donk,,2019,9261.0
Beek en Donk,,2020,9261.0
Beekdaelen,,1988,35727.0
Beekdaelen,,2000,35727.0
Beekdaelen,,2005,35727.0
Beekdaelen,,2019,35727.0
Beekdaelen,,2020,35938.0
Beemster,,1988,7635.0
Beemster,,2000,8412.0
Beemster,,2005,8524.0
Beemster,,2019,9748.0
Beemster,,2020,10022.0
Beers,,1988,3103.0
Beers,,2000,3103.0
Beers,,2005,3103.0
Beers,,2019,3103.0
Beers,,2020,3103.0
Beerta,,1988,3058.0
Beerta,,2000,3058.0
Beerta,,2005,3058.0
Beerta,,2019,3058.0
Beerta,,2020,3058.0
Beesel,,1988,12444.0
Beesel,,2000,13158.0
Beesel,,2005,13401.0
Beesel,,2019,13519.0
Beesel,,2020,13482.0
Beilen,,1988,13832.0
Beilen,,2000,13832.0
Beilen,,2005,13832.0
Beilen,,2019,13832.0
Beilen,,2020,13832.0
Belfeld,,1988,5123.0
Belfeld,,2000,5408.0
Belfeld,,2005,5408.0
Belfeld,,2019,5408.0
Belfeld,,2020,5408.0
Bellingwedde,,1988,9461.0
Bellingwedde,,2000,9549.0
Bellingwedde,,2005,9694.0
Bellingwedde,,2019,9694.0
Bellingwedde,,2020,9694.0
Bemmel,,1988,15742.0
Bemmel,,2000,17715.0
Bemmel,,2005,17715.0
Bemmel,,2019,17715.0
Bemmel,,2020,17715.0
Bennebroek,,1988,5615.0
Bennebroek,,2000,5108.0
Bennebroek,,2005,5145.0
Bennebroek,,2019,5145.0
Bennebroek,,2020,5145.0
Benschop,,1988,3166.0
Benschop,,2000,3166.0
Benschop,,2005,3166.0
Benschop,,2019,3166.0
Benschop,,2020,3166.0
Benthuizen,,1988,3621.0
Benthuizen,,2000,3621.0
Benthuizen,,2005,3621.0
Benthuizen,,2019,3621.0
Benthuizen,,2020,3621.0
Berg en Dal,,1988,34798.0
Berg en Dal,,2000,34798.0
Berg en Dal,,2005,34798.0
Berg en Dal,,2019,34798.0
Berg en Dal,,2020,34992.0
Bergambacht,,1988,9066.0
Bergambacht,,2000,9209.0
Bergambacht,,2005,9269.0
Bergambacht,,2019,9269.0
Bergambacht,,2020,9269.0
Bergeijk,,1988,17906.0
Bergeijk,,2000,17906.0
Bergeijk,,2005,18100.0
Bergeijk,,2019,18491.0
Bergeijk,,2020,18635.0
Bergen (L.),,1988,12874.0
Bergen (L.),,2000,13362.0
Bergen (L.),,2005,13576.0
Bergen (L.),,2019,13140.0
Bergen (L.),,2020,13085.0
Bergen (NH.),,1988,14096.0
Bergen (NH.),,2000,13736.0
Bergen (NH.),,2005,31694.0
Bergen (NH.),,2019,29974.0
Bergen (NH.),,2020,29839.0
Bergen op Zoom,,1988,46609.0
Bergen op Zoom,,2000,65104.0
Bergen op Zoom,,2005,66298.0
Bergen op Zoom,,2019,66811.0
Bergen op Zoom,,2020,67496.0
Bergeyk,,1988,9970.0
Bergeyk,,2000,9970.0
Bergeyk,,2005,9970.0
Bergeyk,,2019,9970.0
Bergeyk,,2020,9970.0
Bergh,,1988,17510.0
Bergh,,2000,18362.0
Bergh,,2005,18362.0
Bergh,,2019,18362.0
Bergh,,2020,18362.0
Berghem,,1988,5552.0
Berghem,,2000,5552.0
Berghem,,2005,5552.0
Berghem,,2019,5552.0
Berghem,,2020,5552.0
Bergschenhoek,,1988,7583.0
Bergschenhoek,,2000,12540.0
Bergschenhoek,,2005,16181.0
Bergschenhoek,,2019,16181.0
Bergschenhoek,,2020,16181.0
Berkel en Rodenrijs,,1988,15575.0
Berkel en Rodenrijs,,2000,16879.0
Berkel en Rodenrijs,,2005,18083.0
Berkel en Rodenrijs,,2019,18083.0
Berkel en Rodenrijs,,2020,18083.0
Berkel-Enschot,,1988,10429.0
Berkel-Enschot,,2000,10429.0
Berkel-Enschot,,2005,10429.0
Berkel-Enschot,,2019,10429.0
Berkel-Enschot,,2020,10429.0
Berkelland,,1988,45227.0
Berkelland,,2000,45227.0
Berkelland,,2005,45227.0
Berkelland,,2019,43904.0
Berkelland,,2020,43747.0
Berlicum,,1988,8656.0
Berlicum,,2000,8656.0
Berlicum,,2005,8656.0
Berlicum,,2019,8656.0
Berlicum,,2020,8656.0
Bernheze,,1988,28579.0
Bernheze,,2000,28579.0
Bernheze,,2005,29216.0
Bernheze,,2019,30806.0
Bernheze,,2020,31240.0
Bernisse,,1988,12339.0
Bernisse,,2000,12754.0
Bernisse,,2005,12650.0
Bernisse,,2019,12650.0
Bernisse,,2020,12650.0
Best,,1988,21338.0
Best,,2000,25944.0
Best,,2005,28925.0
Best,,2019,29821.0
Best,,2020,29988.0
Beuningen,,1988,20883.0
Beuningen,,2000,25422.0
Beuningen,,2005,25291.0
Beuningen,,2019,25882.0
Beuningen,,2020,25890.0
Beverwijk,,1988,34944.0
Beverwijk,,2000,35802.0
Beverwijk,,2005,36860.0
Beverwijk,,2019,41176.0
Beverwijk,,2020,41626.0
Bierum,,1988,4298.0
Bierum,,2000,4298.0
Bierum,,2005,4298.0
Bierum,,2019,4298.0
Bierum,,2020,4298.0
het Bildt,,1988,10020.0
het Bildt,,2000,10167.0
het Bildt,,2005,10968.0
het Bildt,,2019,10968.0
het Bildt,,2020,10968.0
De Bilt,,1988,31781.0
De Bilt,,2000,32662.0
De Bilt,,2005,42195.0
De Bilt,,2019,42824.0
De Bilt,,2020,43137.0
Binnenmaas,,1988,18601.0
Binnenmaas,,2000,19080.0
Binnenmaas,,2005,19481.0
Binnenmaas,,2019,19481.0
Binnenmaas,,2020,19481.0
Bladel,,1988,18997.0
Bladel,,2000,18997.0
Bladel,,2005,19135.0
Bladel,,2019,20175.0
Bladel,,2020,20390.0
Bladel en Netersel,,1988,9829.0
Bladel en Netersel,,2000,9829.0
Bladel en Netersel,,2005,9829.0
Bladel en Netersel,,2019,9829.0
Bladel en Netersel,,2020,9829.0
Blaricum,,1988,10948.0
Blaricum,,2000,9525.0
Blaricum,,2005,9179.0
Blaricum,,2019,11202.0
Blaricum,,2020,11540.0
Bleiswijk,,1988,8881.0
Bleiswijk,,2000,10153.0
Bleiswijk,,2005,10317.0
Bleiswijk,,2019,10317.0
Bleiswijk,,2020,10317.0
Bloemendaal,,1988,17378.0
Bloemendaal,,2000,16716.0
Bloemendaal,,2005,17005.0
Bloemendaal,,2019,23410.0
Bloemendaal,,2020,23571.0
Boarnsterhim,,1988,17687.0
Boarnsterhim,,2000,18265.0
Boarnsterhim,,2005,19227.0
Boarnsterhim,,2019,19227.0
Boarnsterhim,,2020,19227.0
Bodegraven,,1988,18030.0
Bodegraven,,2000,19571.0
Bodegraven,,2005,19415.0
Bodegraven,,2019,19415.0
Bodegraven,,2020,19415.0
Bodegraven-Reeuwijk,,1988,34462.0
Bodegraven-Reeuwijk,,2000,34462.0
Bodegraven-Reeuwijk,,2005,34462.0
Bodegraven-Reeuwijk,,2019,34462.0
Bodegraven-Reeuwijk,,2020,34872.0
Boekel,,1988,8539.0
Boekel,,2000,9184.0
Boekel,,2005,9412.0
Boekel,,2019,10588.0
Boekel,,2020,10785.0
Ten Boer,,1988,6788.0
Ten Boer,,2000,7233.0
Ten Boer,,2005,7199.0
Ten Boer,,2019,7199.0
Ten Boer,,2020,7199.0
Bolsward,,1988,9850.0
Bolsward,,2000,9261.0
Bolsward,,2005,9412.0
Bolsward,,2019,9412.0
Bolsward,,2020,9412.0
Borculo,,1988,10073.0
Borculo,,2000,10379.0
Borculo,,2005,10379.0
Borculo,,2019,10379.0
Borculo,,2020,10379.0
Borger,,1988,12583.0
Borger,,2000,12583.0
Borger,,2005,12583.0
Borger,,2019,12583.0
Borger,,2020,12583.0
Borger-Odoorn,,1988,26201.0
Borger-Odoorn,,2000,26201.0
Borger-Odoorn,,2005,26327.0
Borger-Odoorn,,2019,25372.0
Borger-Odoorn,,2020,25559.0
Born,,1988,13694.0
Born,,2000,14552.0
Born,,2005,14552.0
Born,,2019,14552.0
Born,,2020,14552.0
Borne,,1988,21043.0
Borne,,2000,22316.0
Borne,,2005,20503.0
Borne,,2019,23210.0
Borne,,2020,23312.0
Borsele,,1988,19951.0
Borsele,,2000,21867.0
Borsele,,2005,22397.0
Borsele,,2019,22800.0
Borsele,,2020,22739.0
Boskoop,,1988,14540.0
Boskoop,,2000,15106.0
Boskoop,,2005,15299.0
Boskoop,,2019,15299.0
Boskoop,,2020,15299.0
Boxmeer,,1988,14258.0
Boxmeer,,2000,28655.0
Boxmeer,,2005,29158.0
Boxmeer,,2019,29065.0
Boxmeer,,2020,29365.0
Boxtel,,1988,24781.0
Boxtel,,2000,29250.0
Boxtel,,2005,29520.0
Boxtel,,2019,30747.0
Boxtel,,2020,30801.0
Brakel,,1988,6415.0
Brakel,,2000,6415.0
Brakel,,2005,6415.0
Brakel,,2019,6415.0
Brakel,,2020,6415.0
Breda,,1988,120212.0
Breda,,2000,160615.0
Breda,,2005,168054.0
Breda,,2019,183873.0
Breda,,2020,184069.0
Brederwiede,,1988,11962.0
Brederwiede,,2000,12501.0
Brederwiede,,2005,12501.0
Brederwiede,,2019,12501.0
Brederwiede,,2020,12501.0
Breukelen,,1988,10403.0
Breukelen,,2000,14210.0
Breukelen,,2005,14416.0
Breukelen,,2019,14416.0
Breukelen,,2020,14416.0
Brielle,,1988,14977.0
Brielle,,2000,15869.0
Brielle,,2005,16031.0
Brielle,,2019,17182.0
Brielle,,2020,17271.0
Broek in Waterland,,1988,2727.0
Broek in Waterland,,2000,2727.0
Broek in Waterland,,2005,2727.0
Broek in Waterland,,2019,2727.0
Broek in Waterland,,2020,2727.0
Broekhuizen,,1988,1796.0
Broekhuizen,,2000,1919.0
Broekhuizen,,2005,1919.0
Broekhuizen,,2019,1919.0
Broekhuizen,,2020,1919.0
Bronckhorst,,1988,37616.0
Bronckhorst,,2000,37616.0
Bronckhorst,,2005,37616.0
Bronckhorst,,2019,36212.0
Bronckhorst,,2020,36055.0
Brouwershaven,,1988,3545.0
Brouwershaven,,2000,3545.0
Brouwershaven,,2005,3545.0
Brouwershaven,,2019,3545.0
Brouwershaven,,2020,3545.0
Bruinisse,,1988,3118.0
Bruinisse,,2000,3118.0
Bruinisse,,2005,3118.0
Bruinisse,,2019,3118.0
Bruinisse,,2020,3118.0
Brummen,,1988,20660.0
Brummen,,2000,21548.0
Brummen,,2005,21403.0
Brummen,,2019,20698.0
Brummen,,2020,20726.0
Brunssum,,1988,29719.0
Brunssum,,2000,30464.0
Brunssum,,2005,29777.0
Brunssum,,2019,28103.0
Brunssum,,2020,27821.0
Budel,,1988,11727.0
Budel,,2000,11727.0
Budel,,2005,11727.0
Budel,,2019,11727.0
Budel,,2020,11727.0
Bunnik,,1988,13765.0
Bunnik,,2000,13916.0
Bunnik,,2005,14137.0
Bunnik,,2019,15192.0
Bunnik,,2020,15191.0
Bunschoten,,1988,18241.0
Bunschoten,,2000,19115.0
Bunschoten,,2005,19487.0
Bunschoten,,2019,21576.0
Bunschoten,,2020,21866.0
Buren,,1988,9434.0
Buren,,2000,24990.0
Buren,,2005,25648.0
Buren,,2019,26568.0
Buren,,2020,26749.0
Bussum,,1988,32039.0
Bussum,,2000,30938.0
Bussum,,2005,31220.0
Bussum,,2019,31220.0
Bussum,,2020,31220.0
Callantsoog,,1988,2607.0
Callantsoog,,2000,2607.0
Callantsoog,,2005,2607.0
Callantsoog,,2019,2607.0
Callantsoog,,2020,2607.0
Capelle aan den IJssel,,1988,56973.0
Capelle aan den IJssel,,2000,64251.0
Capelle aan den IJssel,,2005,65480.0
Capelle aan den IJssel,,2019,66818.0
Capelle aan den IJssel,,2020,67122.0
Castricum,,1988,22517.0
Castricum,,2000,22907.0
Castricum,,2005,35091.0
Castricum,,2019,35772.0
Castricum,,2020,35986.0
Chaam,,1988,3619.0
Chaam,,2000,3619.0
Chaam,,2005,3619.0
Chaam,,2019,3619.0
Chaam,,2020,3619.0
Coevorden,,1988,14335.0
Coevorden,,2000,34821.0
Coevorden,,2005,36086.0
Coevorden,,2019,35483.0
Coevorden,,2020,35297.0
Cothen,,1988,2429.0
Cothen,,2000,2429.0
Cothen,,2005,2429.0
Cothen,,2019,2429.0
Cothen,,2020,2429.0
Cranendonck,,1988,20278.0
Cranendonck,,2000,20278.0
Cranendonck,,2005,20039.0
Cranendonck,,2019,20440.0
Cranendonck,,2020,21138.0
Cromstrijen,,1988,11811.0
Cromstrijen,,2000,12778.0
Cromstrijen,,2005,13048.0
Cromstrijen,,2019,13048.0
Cromstrijen,,2020,13048.0
Cuijk,,1988,23904.0
Cuijk,,2000,23904.0
Cuijk,,2005,24223.0
Cuijk,,2019,24931.0
Cuijk,,2020,25130.0
Cuijk en Sint Agatha,,1988,17112.0
Cuijk en Sint Agatha,,2000,17112.0
Cuijk en Sint Agatha,,2005,17112.0
Cuijk en Sint Agatha,,2019,17112.0
Cuijk en Sint Agatha,,2020,17112.0
Culemborg,,1988,20744.0
Culemborg,,2000,24768.0
Culemborg,,2005,27143.0
Culemborg,,2019,28555.0
Culemborg,,2020,28955.0
Dalen,,1988,5500.0
Dalen,,2000,5500.0
Dalen,,2005,5500.0
Dalen,,2019,5500.0
Dalen,,2020,5500.0
Dalfsen,,1988,15279.0
Dalfsen,,2000,17499.0
Dalfsen,,2005,26459.0
Dalfsen,,2019,28499.0
Dalfsen,,2020,28587.0
Dantumadeel,,1988,19187.0
Dantumadeel,,2000,19833.0
Dantumadeel,,2005,19679.0
Dantumadeel,,2019,19679.0
Dantumadeel,,2020,19679.0
Dantumadiel,,1988,18923.0
Dantumadiel,,2000,18923.0
Dantumadiel,,2005,18923.0
Dantumadiel,,2019,18923.0
Dantumadiel,,2020,18922.0
Delft,,1988,88074.0
Delft,,2000,96095.0
Delft,,2005,95031.0
Delft,,2019,103163.0
Delft,,2020,103595.0
Delfzijl,,1988,23744.0
Delfzijl,,2000,29015.0
Delfzijl,,2005,28446.0
Delfzijl,,2019,24716.0
Delfzijl,,2020,24678.0
Denekamp,,1988,12209.0
Denekamp,,2000,12425.0
Denekamp,,2005,12425.0
Denekamp,,2019,12425.0
Denekamp,,2020,12425.0
Deurne,,1988,29251.0
Deurne,,2000,32028.0
Deurne,,2005,32003.0
Deurne,,2019,32362.0
Deurne,,2020,32471.0
Deventer,,1988,66062.0
Deventer,,2000,83956.0
Deventer,,2005,95620.0
Deventer,,2019,99957.0
Deventer,,2020,100719.0
Didam,,1988,15888.0
Didam,,2000,16601.0
Didam,,2005,16601.0
Didam,,2019,16601.0
Didam,,2020,16601.0
Diemen,,1988,18096.0
Diemen,,2000,23807.0
Diemen,,2005,23932.0
Diemen,,2019,29196.0
Diemen,,2020,30780.0
Diepenheim,,1988,2658.0
Diepenheim,,2000,2773.0
Diepenheim,,2005,2773.0
Diepenheim,,2019,2773.0
Diepenheim,,2020,2773.0
Diepenveen,,1988,10329.0
Diepenveen,,2000,10329.0
Diepenveen,,2005,10329.0
Diepenveen,,2019,10329.0
Diepenveen,,2020,10329.0
Diessen,,1988,3833.0
Diessen,,2000,3833.0
Diessen,,2005,3833.0
Diessen,,2019,3833.0
Diessen,,2020,3833.0
Diever,,1988,3547.0
Diever,,2000,3547.0
Diever,,2005,3547.0
Diever,,2019,3547.0
Diever,,2020,3547.0
Dijk en Waard,,1988,91396.0
Dijk en Waard,,2000,91396.0
Dijk en Waard,,2005,91396.0
Dijk en Waard,,2019,91396.0
Dijk en Waard,,2020,91396.0
Dijk en Waard,,2026,91396.0
Dinkelland,,1988,26103.0
Dinkelland,,2000,26103.0
Dinkelland,,2005,26103.0
Dinkelland,,2019,26350.0
Dinkelland,,2020,26461.0
Dinteloord en Prinsenland,,1988,5524.0
Dinteloord en Prinsenland,,2000,5524.0
Dinteloord en Prinsenland,,2005,5524.0
Dinteloord en Prinsenland,,2019,5524.0
Dinteloord en Prinsenland,,2020,5524.0
Dinxperlo,,1988,8053.0
Dinxperlo,,2000,8631.0
Dinxperlo,,2005,8631.0
Dinxperlo,,2019,8631.0
Dinxperlo,,2020,8631.0
Dirksland,,1988,7269.0
Dirksland,,2000,8171.0
Dirksland,,2005,8298.0
Dirksland,,2019,8298.0
Dirksland,,2020,8298.0
Dodewaard,,1988,4011.0
Dodewaard,,2000,4445.0
Dodewaard,,2005,4445.0
Dodewaard,,2019,4445.0
Dodewaard,,2020,4445.0
Doesburg,,1988,10518.0
Doesburg,,2000,11434.0
Doesburg,,2005,11381.0
Doesburg,,2019,11148.0
Doesburg,,2020,11077.0
Doetinchem,,1988,40922.0
Doetinchem,,2000,46967.0
Doetinchem,,2005,56754.0
Doetinchem,,2019,57555.0
Doetinchem,,2020,58001.0
Domburg,,1988,3920.0
Domburg,,2000,3920.0
Domburg,,2005,3920.0
Domburg,,2019,3920.0
Domburg,,2020,3920.0
Dongen,,1988,21005.0
Dongen,,2000,24812.0
Dongen,,2005,25533.0
Dongen,,2019,26051.0
Dongen,,2020,26222.0
Dongeradeel,,1988,24654.0
Dongeradeel,,2000,24255.0
Dongeradeel,,2005,25116.0
Dongeradeel,,2019,25116.0
Dongeradeel,,2020,25116.0
Doorn,,1988,10433.0
Doorn,,2000,9968.0
Doorn,,2005,10282.0
Doorn,,2019,10282.0
Doorn,,2020,10282.0
Dordrecht,,1988,107871.0
Dordrecht,,2000,119821.0
Dordrecht,,2005,119263.0
Dordrecht,,2019,118654.0
Dordrecht,,2020,119284.0
Drechterland,,1988,8834.0
Drechterland,,2000,9878.0
Drechterland,,2005,10505.0
Drechterland,,2019,19597.0
Drechterland,,2020,19719.0
Driebergen-Rijsenburg,,1988,18122.0
Driebergen-Rijsenburg,,2000,18333.0
Driebergen-Rijsenburg,,2005,18575.0
Driebergen-Rijsenburg,,2019,18575.0
Driebergen-Rijsenburg,,2020,18575.0
Driebruggen,,1988,4458.0
Driebruggen,,2000,4458.0
Driebruggen,,2005,4458.0
Driebruggen,,2019,4458.0
Driebruggen,,2020,4458.0
Drimmelen,,1988,26643.0
Drimmelen,,2000,26643.0
Drimmelen,,2005,26658.0
Drimmelen,,2019,27150.0
Drimmelen,,2020,27272.0
Dronten,,1988,23517.0
Dronten,,2000,35244.0
Dronten,,2005,38010.0
Dronten,,2019,40815.0
Dronten,,2020,41555.0
Drunen,,1988,17508.0
Drunen,,2000,17508.0
Drunen,,2005,17508.0
Drunen,,2019,17508.0
Drunen,,2020,17508.0
Druten,,1988,14486.0
Druten,,2000,16751.0
Druten,,2005,17889.0
Druten,,2019,18797.0
Druten,,2020,18926.0
Duiveland,,1988,5432.0
Duiveland,,2000,5432.0
Duiveland,,2005,5432.0
Duiveland,,2019,5432.0
Duiveland,,2020,5432.0
Duiven,,1988,13181.0
Duiven,,2000,25182.0
Duiven,,2005,25714.0
Duiven,,2019,25332.0
Duiven,,2020,25126.0
Den Dungen,,1988,4165.0
Den Dungen,,2000,4165.0
Den Dungen,,2005,4165.0
Den Dungen,,2019,4165.0
Den Dungen,,2020,4165.0
Dussen,,1988,6038.0
Dussen,,2000,6038.0
Dussen,,2005,6038.0
Dussen,,2019,6038.0
Dussen,,2020,6038.0
