Entity,Code,Year,Population
Rhein-Kreis Neuss,05162,2021,452496.0
Rhein-Kreis Neuss,05162,2022,455818.0
Rhein-Kreis Neuss,05162,2023,457398.0
Rhein-Kreis Neuss,05162,2024,457077.0
Rhein-Lahn-Kreis,07141,2020,122574.0
Rhein-Lahn-Kreis,07141,2021,122724.0
Rhein-Lahn-Kreis,07141,2022,124860.0
Rhein-Lahn-Kreis,07141,2023,125283.0
Rhein-Lahn-Kreis,07141,2024,125588.0
Rhein-Neckar-Kreis,08226,2020,548233.0
Rhein-Neckar-Kreis,08226,2021,549030.0
Rhein-Neckar-Kreis,08226,2022,556316.0
Rhein-Neckar-Kreis,08226,2023,557819.0
Rhein-Neckar-Kreis,08226,2024,558561.0
Rhein-Pfalz-Kreis,07338,2020,154754.0
Rhein-Pfalz-Kreis,07338,2021,155050.0
Rhein-Pfalz-Kreis,07338,2022,155061.0
Rhein-Pfalz-Kreis,07338,2023,155525.0
Rhein-Pfalz-Kreis,07338,2024,155882.0
Rhein-Sieg-Kreis,05382,2020,600375.0
Rhein-Sieg-Kreis,05382,2021,600732.0
Rhein-Sieg-Kreis,05382,2022,602933.0
Rhein-Sieg-Kreis,05382,2023,605283.0
Rhein-Sieg-Kreis,05382,2024,605441.0
Rheingau-Taunus-Kreis,06439,2020,187433.0
Rheingau-Taunus-Kreis,06439,2021,187229.0
Rheingau-Taunus-Kreis,06439,2022,185684.0
Rheingau-Taunus-Kreis,06439,2023,186050.0
Rheingau-Taunus-Kreis,06439,2024,185651.0
Rheinisch-Bergischer Kreis,05378,2020,283275.0
Rheinisch-Bergischer Kreis,05378,2021,283429.0
Rheinisch-Bergischer Kreis,05378,2022,283037.0
Rheinisch-Bergischer Kreis,05378,2023,283607.0
Rheinisch-Bergischer Kreis,05378,2024,284273.0
Rhön-Grabfeld,09673,2020,79510.0
Rhön-Grabfeld,09673,2021,79376.0
Rhön-Grabfeld,09673,2022,79216.0
Rhön-Grabfeld,09673,2023,79430.0
Rhön-Grabfeld,09673,2024,79375.0
Riesa-Großenhain,14285,2020,
Riesa-Großenhain,14285,2021,
Riesa-Großenhain,14285,2022,
Riesa-Großenhain,14285,2023,
Riesa-Großenhain,14285,2024,
Rosenheim,09163,2020,63591.0
Rosenheim,09187,2020,261721.0
Rosenheim,09163,2021,63508.0
Rosenheim,09187,2021,263367.0
Rosenheim,09163,2022,63641.0
Rosenheim,09187,2022,255306.0
Rosenheim,09163,2023,64453.0
Rosenheim,09187,2023,256815.0
Rosenheim,09163,2024,65274.0
Rosenheim,09187,2024,258637.0
Rostock,13003,2020,209061.0
Rostock,13072,2020,217072.0
Rostock,13003,2021,208400.0
Rostock,13072,2021,217796.0
Rostock,13003,2022,203909.0
Rostock,13072,2022,218132.0
Rostock,13003,2023,204948.0
Rostock,13072,2023,218780.0
Rostock,13003,2024,205307.0
Rostock,13072,2024,218721.0
Rotenburg (Wümme),03357,2020,164486.0
Rotenburg (Wümme),03357,2021,165001.0
Rotenburg (Wümme),03357,2022,164657.0
Rotenburg (Wümme),03357,2023,165561.0
Rotenburg (Wümme),03357,2024,165904.0
Roth,09576,2020,127168.0
Roth,09576,2021,127520.0
Roth,09576,2022,127472.0
Roth,09576,2023,128438.0
Roth,09576,2024,128632.0
Rottal-Inn,09277,2020,121800.0
Rottal-Inn,09277,2021,122252.0
Rottal-Inn,09277,2022,119864.0
Rottal-Inn,09277,2023,120475.0
Rottal-Inn,09277,2024,120497.0
Rottweil,08325,2020,140166.0
Rottweil,08325,2021,140446.0
Rottweil,08325,2022,139968.0
Rottweil,08325,2023,140344.0
Rottweil,08325,2024,140237.0
Rügen,13061,2020,
Rügen,13061,2021,
Rügen,13061,2022,
Rügen,13061,2023,
Rügen,13061,2024,
Saale-Holzland-Kreis,16074,2020,82816.0
Saale-Holzland-Kreis,16074,2021,82513.0
Saale-Holzland-Kreis,16074,2022,83595.0
Saale-Holzland-Kreis,16074,2023,84040.0
Saale-Holzland-Kreis,16074,2024,83342.0
Saale-Orla-Kreis,16075,2020,79632.0
Saale-Orla-Kreis,16075,2021,79030.0
Saale-Orla-Kreis,16075,2022,78404.0
Saale-Orla-Kreis,16075,2023,77859.0
Saale-Orla-Kreis,16075,2024,77341.0
Saalekreis,15088,2020,183434.0
Saalekreis,15088,2021,182814.0
Saalekreis,15088,2022,182390.0
Saalekreis,15088,2023,182677.0
Saalekreis,15088,2024,182451.0
Saalfeld-Rudolstadt,16073,2020,102139.0
Saalfeld-Rudolstadt,16073,2021,100969.0
Saalfeld-Rudolstadt,16073,2022,101556.0
Saalfeld-Rudolstadt,16073,2023,101111.0
Saalfeld-Rudolstadt,16073,2024,100105.0
Saalkreis (bis 30.06.2007),15265,2020,
Saalkreis (bis 30.06.2007),15265,2021,
Saalkreis (bis 30.06.2007),15265,2022,
Saalkreis (bis 30.06.2007),15265,2023,
Saalkreis (bis 30.06.2007),15265,2024,
Saarlouis,10044,2020,193732.0
Saarlouis,10044,2021,193661.0
Saarlouis,10044,2022,205785.0
Saarlouis,10044,2023,206094.0
Saarlouis,10044,2024,205129.0
Saarpfalz-Kreis,10045,2020,141656.0
Saarpfalz-Kreis,10045,2021,140960.0
Saarpfalz-Kreis,10045,2022,144492.0
Saarpfalz-Kreis,10045,2023,144478.0
Saarpfalz-Kreis,10045,2024,144092.0
Salzgitter,03102,2020,103866.0
Salzgitter,03102,2021,103694.0
Salzgitter,03102,2022,104564.0
Salzgitter,03102,2023,105056.0
Salzgitter,03102,2024,104970.0
Salzlandkreis,15089,2020,187457.0
Salzlandkreis,15089,2021,185495.0
Salzlandkreis,15089,2022,183727.0
Salzlandkreis,15089,2023,182296.0
Salzlandkreis,15089,2024,180771.0
Sangerhausen,15266,2020,
Sangerhausen,15266,2021,
Sangerhausen,15266,2022,
Sangerhausen,15266,2023,
Sangerhausen,15266,2024,
Sankt Wendel,10046,2020,86458.0
Sankt Wendel,10046,2021,86170.0
Sankt Wendel,10046,2022,88005.0
Sankt Wendel,10046,2023,88056.0
Sankt Wendel,10046,2024,87813.0
Schaumburg,03257,2020,158406.0
Schaumburg,03257,2021,158108.0
Schaumburg,03257,2022,156747.0
Schaumburg,03257,2023,157051.0
Schaumburg,03257,2024,156841.0
Schleswig-Flensburg,01059,2020,202647.0
Schleswig-Flensburg,01059,2021,203799.0
Schleswig-Flensburg,01059,2022,204255.0
Schleswig-Flensburg,01059,2023,204761.0
Schleswig-Flensburg,01059,2024,205472.0
Schmalkalden-Meiningen,16066,2020,124241.0
Schmalkalden-Meiningen,16066,2021,123404.0
Schmalkalden-Meiningen,16066,2022,121791.0
Schmalkalden-Meiningen,16066,2023,121151.0
Schmalkalden-Meiningen,16066,2024,120214.0
Schwabach,09565,2020,41056.0
Schwabach,09565,2021,41146.0
Schwabach,09565,2022,40812.0
Schwabach,09565,2023,40994.0
Schwabach,09565,2024,40835.0
Schwalm-Eder-Kreis,06634,2020,179840.0
Schwalm-Eder-Kreis,06634,2021,180052.0
Schwalm-Eder-Kreis,06634,2022,179406.0
Schwalm-Eder-Kreis,06634,2023,180368.0
Schwalm-Eder-Kreis,06634,2024,180071.0
Schwandorf,09376,2020,148477.0
Schwandorf,09376,2021,149239.0
Schwandorf,09376,2022,147982.0
Schwandorf,09376,2023,148698.0
Schwandorf,09376,2024,149312.0
Schwarzwald-Baar-Kreis,08326,2020,212872.0
Schwarzwald-Baar-Kreis,08326,2021,213385.0
Schwarzwald-Baar-Kreis,08326,2022,212293.0
Schwarzwald-Baar-Kreis,08326,2023,213922.0
Schwarzwald-Baar-Kreis,08326,2024,214065.0
Schweinfurt,09662,2020,53319.0
Schweinfurt,09678,2020,115652.0
Schweinfurt,09662,2021,53585.0
Schweinfurt,09678,2021,116134.0
Schweinfurt,09662,2022,53539.0
Schweinfurt,09678,2022,114749.0
Schweinfurt,09662,2023,53938.0
Schweinfurt,09678,2023,114404.0
Schweinfurt,09662,2024,54481.0
Schweinfurt,09678,2024,113977.0
Schwerin,13004,2020,95609.0
Schwerin,13004,2021,95740.0
Schwerin,13004,2022,97614.0
Schwerin,13004,2023,97850.0
Schwerin,13004,2024,98308.0
Schwäbisch Hall,08127,2020,197860.0
Schwäbisch Hall,08127,2021,199398.0
Schwäbisch Hall,08127,2022,198650.0
Schwäbisch Hall,08127,2023,200597.0
Schwäbisch Hall,08127,2024,200902.0
Schönebeck,15367,2020,
Schönebeck,15367,2021,
Schönebeck,15367,2022,
Schönebeck,15367,2023,
Schönebeck,15367,2024,
Segeberg,01060,2020,278007.0
Segeberg,01060,2021,280400.0
Segeberg,01060,2022,279922.0
Segeberg,01060,2023,282268.0
Segeberg,01060,2024,283562.0
Siegen-Wittgenstein,05970,2020,275491.0
Siegen-Wittgenstein,05970,2021,274342.0
Siegen-Wittgenstein,05970,2022,274634.0
Siegen-Wittgenstein,05970,2023,274379.0
Siegen-Wittgenstein,05970,2024,274074.0
Sigmaringen,08437,2020,130946.0
Sigmaringen,08437,2021,131725.0
Sigmaringen,08437,2022,132507.0
Sigmaringen,08437,2023,132758.0
Sigmaringen,08437,2024,132167.0
Soest,05974,2020,301016.0
Soest,05974,2021,302298.0
Soest,05974,2022,299749.0
Soest,05974,2023,300347.0
Soest,05974,2024,300297.0
Solingen,05122,2020,159193.0
Solingen,05122,2021,158957.0
Solingen,05122,2022,165229.0
Solingen,05122,2023,166078.0
Solingen,05122,2024,165626.0
Sonneberg,16072,2020,57044.0
Sonneberg,16072,2021,56504.0
Sonneberg,16072,2022,56412.0
Sonneberg,16072,2023,55959.0
Sonneberg,16072,2024,54964.0
Speyer,07318,2020,50741.0
Speyer,07318,2021,50565.0
Speyer,07318,2022,49881.0
Speyer,07318,2023,49874.0
Speyer,07318,2024,49564.0
Spree-Neiße,12071,2020,113011.0
Spree-Neiße,12071,2021,111955.0
Spree-Neiße,12071,2022,111083.0
Spree-Neiße,12071,2023,110580.0
Spree-Neiße,12071,2024,109635.0
Stade,03359,2020,205357.0
Stade,03359,2021,206496.0
Stade,03359,2022,206375.0
Stade,03359,2023,207659.0
Stade,03359,2024,207700.0
Starnberg,09188,2020,136610.0
Starnberg,09188,2021,136747.0
Starnberg,09188,2022,138488.0
Starnberg,09188,2023,138926.0
Starnberg,09188,2024,139329.0
Steinburg,01061,2020,130706.0
Steinburg,01061,2021,130843.0
Steinburg,01061,2022,131712.0
Steinburg,01061,2023,132447.0
Steinburg,01061,2024,132731.0
Steinfurt,05566,2020,448197.0
Steinfurt,05566,2021,450176.0
Steinfurt,05566,2022,447192.0
Steinfurt,05566,2023,450042.0
Steinfurt,05566,2024,451712.0
Stendal,15090,2020,110485.0
Stendal,15363,2020,
Stendal,15090,2021,109746.0
Stendal,15363,2021,
Stendal,15090,2022,107462.0
Stendal,15363,2022,
Stendal,15090,2023,106793.0
Stendal,15363,2023,
Stendal,15090,2024,106538.0
Stendal,15363,2024,
Stollberg,14188,2020,
Stollberg,14188,2021,
Stollberg,14188,2022,
Stollberg,14188,2023,
Stollberg,14188,2024,
Stormarn,01062,2020,244989.0
Stormarn,01062,2021,245406.0
Stormarn,01062,2022,245822.0
Stormarn,01062,2023,246201.0
Stormarn,01062,2024,246974.0
Stralsund,13005,2020,
Stralsund,13005,2021,
Stralsund,13005,2022,
Stralsund,13005,2023,
Stralsund,13005,2024,
Straubing,09263,2020,47612.0
Straubing,09263,2021,47854.0
Straubing,09263,2022,46953.0
Straubing,09263,2023,47524.0
Straubing,09263,2024,49002.0
Straubing-Bogen,09278,2020,101745.0
Straubing-Bogen,09278,2021,102398.0
Straubing-Bogen,09278,2022,102914.0
Straubing-Bogen,09278,2023,103329.0
Straubing-Bogen,09278,2024,103041.0
Stuttgart,08111,2020,630305.0
Stuttgart,08111,2021,626275.0
Stuttgart,08111,2022,612041.0
Stuttgart,08111,2023,613111.0
Stuttgart,08111,2024,612663.0
Städteregion Aachen,05334,2020,556631.0
Städteregion Aachen,05334,2021,556673.0
Städteregion Aachen,05334,2022,580359.0
Städteregion Aachen,05334,2023,582463.0
Städteregion Aachen,05334,2024,582410.0
Suhl,16054,2020,36395.0
Suhl,16054,2021,36054.0
Suhl,16054,2022,36325.0
Suhl,16054,2023,36307.0
Suhl,16054,2024,34685.0
Sächsische Schweiz,14287,2020,
Sächsische Schweiz,14287,2021,
Sächsische Schweiz,14287,2022,
Sächsische Schweiz,14287,2023,
Sächsische Schweiz,14287,2024,
Sächsische Schweiz-Osterzgebirge,14628,2020,244722.0
Sächsische Schweiz-Osterzgebirge,14628,2021,244009.0
Sächsische Schweiz-Osterzgebirge,14628,2022,245313.0
Sächsische Schweiz-Osterzgebirge,14628,2023,245143.0
Sächsische Schweiz-Osterzgebirge,14628,2024,243996.0
Sömmerda,16068,2020,69107.0
Sömmerda,16068,2021,68717.0
Sömmerda,16068,2022,68325.0
Sömmerda,16068,2023,68109.0
Sömmerda,16068,2024,67693.0
Südliche Weinstraße,07337,2020,110783.0
Südliche Weinstraße,07337,2021,111279.0
Südliche Weinstraße,07337,2022,112907.0
Südliche Weinstraße,07337,2023,113150.0
Südliche Weinstraße,07337,2024,113031.0
Südwestpfalz,07340,2020,94912.0
Südwestpfalz,07340,2021,94819.0
Südwestpfalz,07340,2022,90144.0
Südwestpfalz,07340,2023,90168.0
Südwestpfalz,07340,2024,89974.0
Teltow-Fläming,12072,2020,171554.0
Teltow-Fläming,12072,2021,172545.0
Teltow-Fläming,12072,2022,175569.0
Teltow-Fläming,12072,2023,177420.0
Teltow-Fläming,12072,2024,177688.0
Tirschenreuth,09377,2020,71696.0
Tirschenreuth,09377,2021,71648.0
Tirschenreuth,09377,2022,72561.0
Tirschenreuth,09377,2023,72545.0
Tirschenreuth,09377,2024,72210.0
Torgau-Oschatz,14389,2020,
Torgau-Oschatz,14389,2021,
Torgau-Oschatz,14389,2022,
Torgau-Oschatz,14389,2023,
Torgau-Oschatz,14389,2024,
Traunstein,09189,2020,177485.0
Traunstein,09189,2021,178447.0
Traunstein,09189,2022,170984.0
Traunstein,09189,2023,172021.0
Traunstein,09189,2024,175144.0
Trier,07211,2020,110674.0
Trier,07211,2021,110570.0
Trier,07211,2022,103307.0
Trier,07211,2023,103986.0
Trier,07211,2024,104342.0
Trier-Saarburg,07235,2020,150533.0
Trier-Saarburg,07235,2021,151167.0
Trier-Saarburg,07235,2022,149015.0
Trier-Saarburg,07235,2023,149056.0
Trier-Saarburg,07235,2024,148953.0
Tuttlingen,08327,2020,141682.0
Tuttlingen,08327,2021,142414.0
Tuttlingen,08327,2022,143677.0
Tuttlingen,08327,2023,144955.0
Tuttlingen,08327,2024,145208.0
Tübingen,08416,2020,228471.0
Tübingen,08416,2021,229806.0
Tübingen,08416,2022,230987.0
Tübingen,08416,2023,232897.0
Tübingen,08416,2024,233546.0
Uckermark,12073,2020,118250.0
Uckermark,12073,2021,117336.0
Uckermark,12073,2022,117822.0
Uckermark,12073,2023,117797.0
Uckermark,12073,2024,117432.0
Uecker-Randow,13062,2020,
Uecker-Randow,13062,2021,
Uecker-Randow,13062,2022,
Uecker-Randow,13062,2023,
Uecker-Randow,13062,2024,
Uelzen,03360,2020,92566.0
Uelzen,03360,2021,92894.0
Uelzen,03360,2022,91059.0
Uelzen,03360,2023,91832.0
Uelzen,03360,2024,91638.0
Ulm,08421,2020,126405.0
Ulm,08421,2021,126949.0
Ulm,08421,2022,127932.0
Ulm,08421,2023,128998.0
Ulm,08421,2024,129882.0
Unna,05978,2020,393618.0
Unna,05978,2021,393063.0
Unna,05978,2022,395619.0
Unna,05978,2023,396283.0
Unna,05978,2024,393784.0
Unstrut-Hainich-Kreis,16064,2020,101698.0
Unstrut-Hainich-Kreis,16064,2021,101269.0
Unstrut-Hainich-Kreis,16064,2022,100435.0
Unstrut-Hainich-Kreis,16064,2023,96458.0
Unstrut-Hainich-Kreis,16064,2024,94613.0
Unterallgäu,09778,2020,146164.0
Unterallgäu,09778,2021,147776.0
Unterallgäu,09778,2022,143384.0
Unterallgäu,09778,2023,145298.0
Unterallgäu,09778,2024,147255.0
Vechta,03460,2020,143698.0
Vechta,03460,2021,144805.0
Vechta,03460,2022,145552.0
Vechta,03460,2023,146400.0
Vechta,03460,2024,146539.0
Verden,03361,2020,137574.0
Verden,03361,2021,138507.0
Verden,03361,2022,137793.0
Verden,03361,2023,138273.0
Verden,03361,2024,138626.0
Viersen,05166,2020,298536.0
Viersen,05166,2021,298761.0
Viersen,05166,2022,295362.0
Viersen,05166,2023,297504.0
Viersen,05166,2024,297857.0
Vogelsbergkreis,06535,2020,105506.0
Vogelsbergkreis,06535,2021,105671.0
Vogelsbergkreis,06535,2022,101545.0
Vogelsbergkreis,06535,2023,101494.0
Vogelsbergkreis,06535,2024,101163.0
Vogtlandkreis,14523,2020,223905.0
Vogtlandkreis,14523,2021,221376.0
Vogtlandkreis,14523,2022,221783.0
Vogtlandkreis,14523,2023,221088.0
Vogtlandkreis,14523,2024,219100.0
Vogtlandkreis (bis 31.07.2008),14178,2020,
Vogtlandkreis (bis 31.07.2008),14178,2021,
Vogtlandkreis (bis 31.07.2008),14178,2022,
Vogtlandkreis (bis 31.07.2008),14178,2023,
Vogtlandkreis (bis 31.07.2008),14178,2024,
Vorpommern-Greifswald,13075,2020,235773.0
Vorpommern-Greifswald,13075,2021,235451.0
Vorpommern-Greifswald,13075,2022,226324.0
Vorpommern-Greifswald,13075,2023,226181.0
Vorpommern-Greifswald,13075,2024,224956.0
Vorpommern-Rügen,13073,2020,225383.0
Vorpommern-Rügen,13073,2021,225900.0
Vorpommern-Rügen,13073,2022,215983.0
Vorpommern-Rügen,13073,2023,216175.0
Vorpommern-Rügen,13073,2024,215203.0
Vulkaneifel,07233,2020,60491.0
Vulkaneifel,07233,2021,60882.0
Vulkaneifel,07233,2022,59389.0
Vulkaneifel,07233,2023,59542.0
Vulkaneifel,07233,2024,59313.0
Waldeck-Frankenberg,06635,2020,156528.0
Waldeck-Frankenberg,06635,2021,156513.0
Waldeck-Frankenberg,06635,2022,155068.0
Waldeck-Frankenberg,06635,2023,155135.0
Waldeck-Frankenberg,06635,2024,155126.0
Waldshut,08337,2020,171237.0
Waldshut,08337,2021,171249.0
Waldshut,08337,2022,170765.0
Waldshut,08337,2023,171777.0
Waldshut,08337,2024,171579.0
Warendorf,05570,2020,277417.0
Warendorf,05570,2021,278176.0
Warendorf,05570,2022,281090.0
Warendorf,05570,2023,282216.0
Warendorf,05570,2024,282639.0
Wartburgkreis,16063,2020,117967.0
Wartburgkreis,16063,2021,158900.0
Wartburgkreis,16063,2022,156566.0
Wartburgkreis,16063,2023,156334.0
Wartburgkreis,16063,2024,154957.0
Weiden in der Oberpfalz,09363,2020,42535.0
Weiden in der Oberpfalz,09363,2021,42472.0
Weiden in der Oberpfalz,09363,2022,42251.0
Weiden in der Oberpfalz,09363,2023,42430.0
Weiden in der Oberpfalz,09363,2024,42444.0
Weilheim-Schongau,09190,2020,136134.0
Weilheim-Schongau,09190,2021,136642.0
Weilheim-Schongau,09190,2022,136811.0
Weilheim-Schongau,09190,2023,138052.0
Weilheim-Schongau,09190,2024,138957.0
Weimar,16055,2020,65098.0
Weimar,16055,2021,65138.0
Weimar,16055,2022,65507.0
Weimar,16055,2023,65528.0
Weimar,16055,2024,65954.0
Weimarer Land,16071,2020,82291.0
Weimarer Land,16071,2021,82103.0
Weimarer Land,16071,2022,83148.0
Weimarer Land,16071,2023,82868.0
Weimarer Land,16071,2024,82392.0
Weißenburg-Gunzenhausen,09577,2020,95117.0
Weißenburg-Gunzenhausen,09577,2021,95523.0
Weißenburg-Gunzenhausen,09577,2022,94468.0
Weißenburg-Gunzenhausen,09577,2023,94670.0
Weißenburg-Gunzenhausen,09577,2024,94695.0
Weißenfels,15268,2020,
Weißenfels,15268,2021,
Weißenfels,15268,2022,
Weißenfels,15268,2023,
Weißenfels,15268,2024,
Weißeritzkreis (bis 31.07.2008),14290,2020,
Weißeritzkreis (bis 31.07.2008),14290,2021,
Weißeritzkreis (bis 31.07.2008),14290,2022,
Weißeritzkreis (bis 31.07.2008),14290,2023,
Weißeritzkreis (bis 31.07.2008),14290,2024,
Wernigerode,15369,2020,
Wernigerode,15369,2021,
Wernigerode,15369,2022,
Wernigerode,15369,2023,
Wernigerode,15369,2024,
Werra-Meißner-Kreis,06636,2020,100046.0
Werra-Meißner-Kreis,06636,2021,99714.0
Werra-Meißner-Kreis,06636,2022,98044.0
Werra-Meißner-Kreis,06636,2023,98055.0
Werra-Meißner-Kreis,06636,2024,97695.0
Wesel,05170,2020,460113.0
Wesel,05170,2021,460433.0
Wesel,05170,2022,455854.0
Wesel,05170,2023,457545.0
Wesel,05170,2024,457918.0
Wesermarsch,03461,2020,88524.0
Wesermarsch,03461,2021,88430.0
Wesermarsch,03461,2022,89127.0
Wesermarsch,03461,2023,89316.0
Wesermarsch,03461,2024,88936.0
Westerwaldkreis,07143,2020,202830.0
Westerwaldkreis,07143,2021,203831.0
Westerwaldkreis,07143,2022,207154.0
Westerwaldkreis,07143,2023,207648.0
Westerwaldkreis,07143,2024,207803.0
Wetteraukreis,06440,2020,310353.0
Wetteraukreis,06440,2021,311661.0
Wetteraukreis,06440,2022,309348.0
Wetteraukreis,06440,2023,310705.0
Wetteraukreis,06440,2024,311593.0
Wiesbaden,06414,2020,278609.0
Wiesbaden,06414,2021,278950.0
Wiesbaden,06414,2022,284787.0
Wiesbaden,06414,2023,287241.0
Wiesbaden,06414,2024,288850.0
Wilhelmshaven,03405,2020,75189.0
Wilhelmshaven,03405,2021,75027.0
Wilhelmshaven,03405,2022,75860.0
Wilhelmshaven,03405,2023,76010.0
Wilhelmshaven,03405,2024,75745.0
Wismar,13006,2020,
Wismar,13006,2021,
Wismar,13006,2022,
Wismar,13006,2023,
Wismar,13006,2024,
Wittenberg,15091,2020,124185.0
Wittenberg,15171,2020,
Wittenberg,15091,2021,123341.0
Wittenberg,15171,2021,
Wittenberg,15091,2022,122808.0
Wittenberg,15171,2022,
Wittenberg,15091,2023,122230.0
Wittenberg,15171,2023,
Wittenberg,15091,2024,121694.0
Wittenberg,15171,2024,
Wittmund,03462,2020,57384.0
Wittmund,03462,2021,57455.0
Wittmund,03462,2022,55953.0
Wittmund,03462,2023,56013.0
Wittmund,03462,2024,55969.0
Wolfenbüttel,03158,2020,119361.0
Wolfenbüttel,03158,2021,119224.0
Wolfenbüttel,03158,2022,118296.0
Wolfenbüttel,03158,2023,118540.0
Wolfenbüttel,03158,2024,118290.0
Wolfsburg,03103,2020,123840.0
Wolfsburg,03103,2021,123949.0
Wolfsburg,03103,2022,127990.0
Wolfsburg,03103,2023,129347.0
Wolfsburg,03103,2024,129560.0
Worms,07319,2020,83459.0
Worms,07319,2021,83850.0
Worms,07319,2022,85378.0
Worms,07319,2023,86403.0
Worms,07319,2024,86753.0
Wunsiedel im Fichtelgebirge,09479,2020,71974.0
Wunsiedel im Fichtelgebirge,09479,2021,71482.0
Wunsiedel im Fichtelgebirge,09479,2022,70963.0
Wunsiedel im Fichtelgebirge,09479,2023,70959.0
Wunsiedel im Fichtelgebirge,09479,2024,70549.0
Wuppertal,05124,2020,355004.0
Wuppertal,05124,2021,354572.0
Wuppertal,05124,2022,358568.0
Wuppertal,05124,2023,358592.0
Wuppertal,05124,2024,358193.0
Würzburg,09663,2020,126954.0
Würzburg,09679,2020,162697.0
Würzburg,09663,2021,126933.0
Würzburg,09679,2021,163534.0
Würzburg,09663,2022,131271.0
Würzburg,09679,2022,160240.0
Würzburg,09663,2023,131759.0
Würzburg,09679,2023,160879.0
Würzburg,09663,2024,133258.0
Würzburg,09679,2024,162216.0
Zollernalbkreis,08417,2020,189862.0
Zollernalbkreis,08417,2021,190545.0
Zollernalbkreis,08417,2022,192726.0
Zollernalbkreis,08417,2023,193339.0
Zollernalbkreis,08417,2024,193326.0
Zweibrücken,07320,2020,34001.0
Zweibrücken,07320,2021,34091.0
Zweibrücken,07320,2022,33264.0
Zweibrücken,07320,2023,33355.0
Zweibrücken,07320,2024,33323.0
Zwickau,14167,2020,
Zwickau,14524,2020,312033.0
Zwickau,14167,2021,
Zwickau,14524,2021,309621.0
Zwickau,14167,2022,
Zwickau,14524,2022,310532.0
Zwickau,14167,2023,
Zwickau,14524,2023,309866.0
Zwickau,14167,2024,
Zwickau,14524,2024,306793.0
Zwickauer Land,14193,2020,
Zwickauer Land,14193,2021,
Zwickauer Land,14193,2022,
Zwickauer Land,14193,2023,
Zwickauer Land,14193,2024,

